"ref_date","united states, adp employment change","united states, business confidence","united states, chicago fed national activity index","united states, chicago pmi","united states, consumer confidence","united states, continuing jobless claims","united states, corporate 10y t bill spread","united states, gdp growth rate","united states, industrial production mom","united states, initial jobless claims","united states, interbank rate","united states, manufacturing payrolls","united states, manufacturing pmi","united states, mortgage applications","united states, nfib business optimism index","united states, non farm payrolls","united states, non manufacturing pmi","united states, ny empire state manufacturing index","united states, philadelphia fed manufacturing index","united states, redbook index sa","united states, richmond fed manufacturing index","united states, services pmi","united states, t bill spread 10y 3m"
1998-05-31,NA,-0.835469968233731,0.301252396888926,1.78472484919328,9.55709621585007,-0.0220249868779322,-0.447648002691217,NA,0.300566298745069,-0.000381737687733377,0.0131145605653492,2.63345648398814,NA,NA,0.740673994212827,226.526447933397,0.763519194327536,NA,3.57191981541488,NA,-4.84122579202134,NA,-0.882766284243468
1998-06-30,NA,-2.83950671288019,-0.796701626490348,-3.70919375456801,8.56953516314672,0.0367754283832514,-0.467735763704385,0.643520672614774,-0.898138230211038,0.0815911901239554,0.0119804517486512,-0.123956740579903,NA,NA,-0.201461180615368,57.3656789447589,-0.28788446484787,NA,14.4801077677143,NA,2.25557627721968,NA,-1.01982138893131
1998-07-31,NA,-2.54394956608208,-0.834508618384785,0.397148946211082,8.07761739909732,0.0526719338950495,-0.429601776088767,NA,-0.596685510491004,-0.0159150269158098,0.0127066722291122,-169.856033333595,NA,NA,0.559824762436222,-47.7192714685521,0.458332197223761,NA,-1.3110878371405,NA,7.3503474280474,NA,-1.02219435494598
1998-08-31,NA,-2.44877533892748,1.477825201276,-4.19626774015163,7.18210900999367,-0.0420005316838717,-0.326698438313617,NA,1.80491532945066,-0.0642211282451323,0.0118631003310129,157.435679119081,NA,NA,0.924915979616941,165.267643384681,-1.79814149654341,NA,0.798334506491219,NA,0.443052648455025,NA,-1.08507850425836
1998-09-30,NA,-3.05396084250442,-0.209706387437604,-1.98946450533831,3.58377608212741,-0.0385120554212683,0.14369068232064,1.96350425833025,-0.493344838840576,-0.0288902475165779,-0.0221788190943521,10.7496330315848,NA,NA,-1.50580337282398,41.3224701956734,-0.257616223235289,NA,-23.7916236957496,NA,-0.466343073564194,NA,-1.31553945321157
1998-10-31,NA,-3.05948288790098,0.292890395544782,-4.98246204103112,-0.016615298209544,0.00526329384864303,0.506338295569853,NA,0.508524856180785,0.0204948504809475,-0.0251888636561683,-27.915719181947,NA,NA,-1.1319491386372,33.441255655643,-1.42040265993772,NA,-6.08096093822222,NA,1.62212524998298,NA,-0.920880913386876
1998-11-30,NA,-3.56531828620518,0.005609330293545,-2.97528103891223,5.18170095527445,0.0179478565169238,0.357604033039957,NA,-0.389484713939778,0.0162634495801739,0.0235140178237889,-29.561925107377,NA,NA,-0.3531371615734,105.620046455806,-2.5868114837366,NA,-14.2696757152857,NA,-2.2936616420397,NA,-1.08146310126413
1998-12-31,NA,-4.97144384850512,0.218444196879069,-1.66794219066384,2.87949092887123,0.00733408417783904,0.422109525475959,3.48727044646177,0.112617322343219,-0.000962327693734892,-0.00287021141946147,1.80946766943201,NA,NA,0.431016714616675,195.854889287378,-2.25715337171778,NA,-4.9577665212991,NA,10.7845171819666,NA,-1.22689971034231
1999-01-31,NA,-1.17783638588881,0.0613887753717395,-4.26046618796808,6.17752070887255,0.0295236881097509,0.399817641124143,NA,0.214821836575259,0.0308163812037289,-0.0294565266959288,-3.80308843738294,NA,NA,-0.584985354116156,-60.858169158424,0.469545152972024,NA,4.2547681493783,NA,-3.14286300090238,NA,-1.09633678550176
1999-02-28,NA,-0.0844727094443414,0.59443684584194,-2.35287372250715,10.2765563815701,-0.0208771854794184,0.216959061280488,NA,0.217119700301827,-0.0796831437835422,0.012613772481039,-13.4011410136847,NA,NA,-0.40654798342824,252.476917809617,-0.705470630892982,NA,5.56792980238741,NA,-1.07532691355081,NA,-0.925257859540156
1999-03-31,NA,0.60867036974026,-0.262417811639944,1.15481451403679,7.77736403325585,-0.00635759276866111,0.120877427507256,0.714309774036708,-0.080498214931594,0.00320360210532772,0.0169000106055527,-7.98623764533622,NA,NA,-0.233147174481132,-56.1438031172835,0.217896302482657,NA,-5.21828005663091,NA,10.9876007211171,NA,-0.699470991987056
1999-04-30,NA,0.501616040576913,-0.0191814170035292,6.86257782998158,6.58070975022136,0.00432112808714727,0.106450186234608,NA,0.0219589624204796,0.0178881689615691,0.013918007299394,-4.55992591820033,NA,NA,-0.164258928436368,208.275714752092,0.439742978894436,NA,11.0961400779642,NA,5.04639518019711,NA,-0.586548336401541
1999-05-31,NA,2.49438749197758,0.67413980982157,2.47039553364502,8.68735961875846,-0.0108313921749779,-0.0135114736483803,NA,0.424482103903532,-0.0235405737097305,0.0206795182995918,8.87624658186007,NA,NA,-1.59935924645544,50.731518108959,0.260166424137829,NA,3.61119171181357,NA,5.10153174078503,NA,-0.449805857451496
1999-06-30,NA,3.98700791285421,-0.262460351094262,1.87824693334499,9.09807972515894,-0.0105797982359894,-0.0886864818297095,0.0441127780824262,-0.472937918936954,-0.0264381699621122,0.0459499128175945,-17.6792677310179,NA,NA,-0.537924129699888,117.219653644535,1.67926366400833,NA,-3.6731236494419,NA,6.15348567997665,NA,-0.170404953547265
1999-07-31,NA,1.77950049211874,0.231011880319359,4.38611133739925,7.71363615571454,-0.000168099740233705,-0.0562589439808141,NA,0.329689765444506,0.0125993098452349,0.0408194505210842,33.7719835573028,NA,NA,-0.379429579331216,162.736168050035,1.19713172430138,NA,0.343195499838615,NA,12.2027322748678,NA,-0.244411408568795
1999-08-31,NA,2.97188841868311,0.364550284132818,3.89396805412569,6.13479499671705,-0.00659934002559946,-0.0059021432623112,NA,0.132356028593396,-0.0255428998654422,0.0425849359944361,0.228452860959369,NA,NA,-0.823351596510989,-0.722891983322683,1.41386763081249,NA,4.26015066529598,NA,1.24974680255413,NA,-0.281198365703391
1999-09-30,NA,5.16419488145926,-0.371851359583501,-1.89820360815789,8.7623223344582,-0.00915981909426931,0.0576781696327195,2.27616999562629,-0.664948257944802,-0.00521955624648906,0.0367382153032151,15.6885925940889,NA,NA,0.930833817599264,49.8385202356772,1.22956840933711,NA,4.47774335257107,NA,6.29500454013156,NA,-0.249820786320179
1999-10-31,NA,5.35644306935914,1.16180072924079,4.30957565886631,4.69698425522979,-0.028595215352912,0.0278974561324095,NA,1.0377677773754,0.00219590106927891,0.121354647678888,13.1508551708285,NA,NA,-0.116349338161911,255.416451398251,2.64433108567076,NA,6.59597506730472,NA,10.3389807646959,NA,-0.250205926160576
1999-11-30,NA,6.24865617129472,0.465500330676067,4.71728516351619,8.63954684532357,-0.00905004424188707,-0.130281203287494,NA,0.240495006099479,-0.0311435080531646,0.0033264514269104,32.6136930053152,NA,NA,1.43562293504391,137.006948195616,-0.0417473143911167,NA,11.5148473151378,NA,14.3821507533428,NA,-0.52826588945085
1999-12-31,NA,5.94085737617791,0.789241224792723,2.82490421410954,6.7907761910313,0.00451241608090203,-0.343647974904486,4.00997196369566,0.543224299772924,-0.0125021391165668,0.0202013123993632,21.0755585116862,NA,NA,1.48727463605523,156.606057318989,1.97143023494696,NA,4.83436160171116,NA,10.4249897831681,NA,-0.412250442754929
2000-01-31,NA,4.83306987292067,0.383017191661139,4.83241211896416,12.7514383786448,0.00490340533082762,-0.592622895125936,NA,-0.254053470058783,0.0340351543093527,0.00172850039841123,27.5349041040786,NA,NA,1.83912976371049,84.2098254595849,1.68396075948049,NA,1.95451943266566,NA,8.46797313126772,NA,-0.165097664325056
2000-02-29,NA,3.92531685043495,-0.3731779886483,2.73978818639794,12.6222994944557,0.0165725868126371,-0.505216909450118,NA,0.0486525681498418,0.017490739273956,0.0265390699459049,24.9901821966295,NA,NA,-0.608287683151815,-28.1857006913786,1.29594128500494,NA,5.17532231364217,NA,16.5115760747373,NA,-0.53092745059529
2000-03-31,NA,3.01762149763267,0.630649463934791,1.64701172472866,8.40412562475591,-0.033630582424284,-0.170344125430645,-1.4549907806821,0.151333285944282,-0.0677518090981657,0.0320321473284101,41.439845203476,NA,NA,0.045546294306817,326.415525557314,2.50746883731578,NA,10.0967717502815,NA,4.55627389067268,NA,-0.92729645689297
2000-04-30,NA,2.81000700342582,0.714493329480797,1.45406204227417,10.4976828558372,-0.0323555058174651,0.122000217695906,NA,0.453979554870022,-0.0124097420239791,0.0345915967201772,20.8823455387553,NA,NA,-1.29884430507519,148.009550896881,3.11864044220851,NA,0.718869248224603,NA,4.60254185616965,NA,-1.14761238909671
2000-05-31,NA,1.30249655672631,-0.761652611939899,-1.2390815526477,12.0037372739912,-0.014291511660791,0.162222482523627,NA,-0.0434177535274557,0.0375901598268644,0.0826951651235571,6.31613561660433,NA,NA,-1.74093548245932,74.5924220185369,2.82955312547859,NA,4.64161631311225,NA,15.650855248324,NA,-0.867511161947221
2000-06-30,NA,-0.50488665355391,0.122205419743089,-1.13243975171913,7.72305496550973,0.0178641676193401,0.0792244549875663,4.58077229952037,-0.140867767702667,0.0296633136965043,0.02218081454711,42.7396678511603,NA,NA,-3.38020323900709,-184.839814386501,2.03811769770735,NA,-6.63498554941467,NA,7.7016893442315,NA,-1.07506108044938
2000-07-31,NA,0.587880561497109,-0.383938795399856,-2.12603324662228,9.65640201668462,0.026391431478421,-0.0210383032335186,NA,-0.438379616110127,0.0127911317220257,0.0071724186267637,52.1513946565604,NA,NA,-0.416123575880064,35.708888372984,0.442508815870276,NA,-4.51093483371531,NA,3.75028971294664,NA,-1.39637486400376
2000-08-31,NA,-2.01917860920869,-0.690091477298348,-7.31988272903934,8.70454451380759,0.0135067775325994,0.108099151690159,NA,-0.535962427204354,0.0575734202446191,0.00956464805331344,-8.45023155305836,NA,NA,-0.148172494239731,-143.765423011792,2.74321927535399,NA,7.91376996585119,NA,5.7920714776568,NA,-1.75683130232506
2000-09-30,NA,-2.22604097675936,0.423741154117998,-3.61400889065245,8.26904285593434,-0.000504908062123727,0.218780024457952,-2.38324825866955,0.166374670560138,-0.0418053307826757,0.013024744596083,-30.0667583635589,NA,NA,-0.775825995247658,-13.2667018496124,1.84074187154516,NA,-3.6608696450743,NA,7.82776424665718,NA,-1.6795008847327
2000-10-31,NA,-3.23268335224296,-0.742447121080436,-6.50843242314381,7.3503548027051,-0.00325170046237974,0.267787271322007,NA,-0.53137745127117,0.00181610024494761,0.0308752833587284,14.300266639196,NA,NA,-2.59856008006531,-136.798901449261,1.83556939983039,NA,-7.33485216085093,NA,3.85809762824298,NA,-1.85801611823858
2000-11-30,NA,-3.43908254674753,-0.508662522823262,-11.1031740181956,9.24759248128841,0.0421907334027362,0.220358299880227,NA,-0.229227921152792,0.103938040220985,0.0113302401668959,12.6492958693434,NA,NA,-2.51585074985422,71.6340248804794,1.32819465559637,NA,-2.00817607583785,NA,-9.11619876929061,NA,-1.93957783283595
2000-12-31,NA,-8.04521537136115,-0.444911271040099,-8.19825436748992,0.159868018852762,0.0403611902349821,0.434884762036932,-0.34756191822451,-0.527185867539245,0.0337123570768176,-0.0173158582506569,6.97878174102041,NA,NA,-5.22717400577596,21.0281238308247,-0.880889565770289,NA,-16.8808398843942,NA,0.905604662351597,NA,-1.99614358729652
2001-01-31,NA,-9.65105863717185,-1.21119958566056,-12.093694162709,-3.41370645743338,0.0361974658968448,0.414377357315492,NA,-0.825260418885046,-0.0183273799530301,-0.116827130118821,-48.7128233316359,NA,NA,-5.53200584899203,-141.620557907009,-3.29119046888291,NA,-45.6528420808791,NA,-12.0757624685352,NA,-1.42348046420155
